clauses,label
submit appropri prepar check calcul manual clearli outlin design criteria,1
clearli label trade literatur catalogu inform front cover titl financi project identif number date name firm person respons document,0
preconstruct confer depart notifi contractor write chang submitt path whether depart consult review stamp signifi offici review shop draw,1
depart submit shop draw consult resid engin request appropri depart shop draw review offic,1
shop draw applic calcul must sign seal specialti engin,0
construct affect public safeti temporari brace requir shown plan submit plan calcul sign seal specialti engin design temporari brace member connect base forc shown plan,1
construct affect public safeti temporari brace requir shown plan altern temporari brace system propos submit plan calcul sign seal specialti engin includ stabil analysi design temporari brace member connect,1
coordin review date stamp approv sign shop draw prepar contractor agent subcontractor fabric supplier etc,1
likewis whenev submitt deviat contract plan clearli state submitt,1
submit shop draw facilit expediti review,1
shop draw distribut approv stamp valid work contractor perform advanc approv contractor risk,1
clearli concis present inform draw possibl order provid overal integr summari intend approach project,0
contractor make modif perman work purpos expedit contractor chosen construct method contractor shall submit propos engin record review approv prior modifi work,1
minor modif item opinion engin significantli affect quantiti measur work integr maintain structur compon,0
major modif modif opinion engin significantli affect quantiti measur work integr maintain structur compon,0
engin decis delin minor major modif disposit propos final,0
least two week prior begin erect conduct pre erect meet review detail plan specialti engin sign seal plan specialti engin may inspect work engin,1
erect element prior open facil structur ensur specialti engin designe inspect erect member,1
structur without temporari support temporari girder brace system perform minimum weekli inspect brace diaphragm cross frame place,0
engin judg propos infring structur integr maintain structur contractor engin record perform technic assess submit engin approv,1
carri approv correct construct measur expens,1
notwithstand disposit compens aspect defect work engin decis technic merit propos final,0
specif plan special provis supplementari document integr part contract requir occur one bind though occur,1
addit work materi specifi specif includ specif pay item includ pay item addit incident work specif mention shown plan indic obviou appar necessari proper complet work pay item stipul cover pay item,1
perform work furnish materi reason close conform line grade cross section dimens materi requir includ toler specifi contract document,1
event engin find contractor use materi produc finish product reason close conform contract document contractor produc reason accept work engin determin depart accept work place,1
base surfac cours depart allow finish grade vari much,0
take advantag appar error omiss discov contract document immedi notifi engin write discoveri,0
director offic construct decid question difficulti disput whatev natur may aris rel interpret plan construct prosecut fulfil contract charact qualiti amount valu work done materi furnish reason contract,1
director offic construct may appoint assist repres desir,1
except project plan show centerlin survey control line construct work,1
refer mark point necessari provid line grade construct roadway,1
perform util construct part project establish horizont vertic control necessari carri work,1
bridg construct stake control set refer suffici frequent interv ensur construct compon structur accord line grade shown plan,1
project plan show centerlin survey control line construct work resurfac safeti modif etc,0
resurfac resurfac widen type project establish horizont control adequ ensur asphalt mix ad match exist pavement,1
establish instrument survey mark surfac finish pavement foot interv point necessari stripe finish roadway,1
project includ temporari perman stripe pass zone provid locat length zone shown plan except project vertic horizont align new alter preconstruct align,1
project set station identif stake right way line,0
foot interv locat chang right way width occur,0
keep adequ field note record perform layout work,0
field note record avail engin review work progress submit engin time complet project,1
prior final accept project mark perman manner surfac complet work horizont control point origin furnish depart,1
keep site provid upon request copi project date gnss work plan project site,0
full author receiv instruct engin execut order direct engin includ promptli suppli materi tool equip labor incident may requir,1
provid superintend speak understand english maintain least one respons person speak understand english project work hour,1
uncov remov replac cover make good part remov accord section,0
upon satisfactori complet work depart submit written notic accept either partial final contractor,1
final accept accord replac repair damag accept work,1
upon complet final construct inspect entir project engin determin contractor satisfactorili complet work engin submit written notic final accept contractor,1
submiss time notic intent file claim preliminari time extens request time extens request certifi written claim togeth full complet claim document condit preced contractor bring circuit court arbitr formal claim resolut proceed depart item,1
contractor fact engin kept account labor materi equip time shall way constru establish valid claim method,0
addit compens begin work claim base seek time extens contractor shall also submit preliminari request time extens pursuant,1
shall contractor entitl monetari compens time extens delay delay impact whatsoev control work item delay control work item entitl monetari compens time extens shall extent otherwis provid expressli except instanc delay non control item day sought time extens basi entitl time day document delay breakout number day claim identifi event circumst occurr,1
contractor shall prohibit amend either base entitl amount compens time state issu claim contractor written claim submit hereund circuit court arbitr formal claim resolut proceed shall limit sole base entitl amount compens time state issu claim contractor written claim submit hereund withdraw reduc base entitl amount compens time state issu claim contractor written claim submit hereund time,1
journal base rate corpor loan post least nation largest bank th calendar day follow depart receipt certifi written claim full complianc,1
result deliber act without reason good faith basi specif intend disrupt contractor perform,0
event legal action addit compens whether account delay acceler breach contract otherwis contractor agre depart liabil limit item specif identifi payabl,0
without limit gener forego contractor shall upon written request depart make avail depart auditor upon depart written request submit depart expens follow document,1
depart reserv right discov error partial final estim discov contractor perform defect work use defect materi final payment made claim recov contractor sureti process law sum may suffici correct error make good defect work materi,1
restor immedi site materi remov sampl purpos pre sampl condit materi construct method use initi construct addit cost depart,0
ensur materi deliv locat describ contract document enough materi deliv take sampl expens depart,0
manufactur seek product evalu apl must submit request product consider applic avail depart websit follow url,1
includ support document requir specif standard plan apl approv process,1
manufactur name materi design product name product model part number style number etc,0
product success complet depart evalu process elig inclus apl,0
manufactur must submit support document,1
depart period review approv apl product product origin approv anniversari,1
right way pre construct condit addit cost depart specifi contract document,0
materi meet requir specif consid defect,1
use materi reject engin approv materi use,1
upon approv engin analysi scope engin specialti,1
engin contractor engin record may perform engin analysi defin approv scope submit sign seal engin analysi report ear engin,1
use materi produc prior juli convict feder aid highway construct project free restrict place use materi,0
amount materi produc feder aid highway construct month period shall exceed amount produc facil use construct month period end juli,0
steel iron materi incorpor finish work applic steel iron item contractor use incorpor finish work,0
direct special attent portion chapter rule depart environment protect florida administr code pertain open burn land clear oper,0
compli part iv chapter florida statut regard land reclam,0
obtain certif construct industri licens board requir part chapter florida statut regardless exempt allow,1
prior build construct renov submit current registr certif issu florida construct industri licens board accord chapter appropri categori construct,1
corpor must regist state florida depart state divis corpor hold current state corpor charter number accord chapter florida statut,0
contractor author subcontractor appli roof materi must licens approv dealer applic propos roof materi,1
indemnifi defend save harmless depart offic agent employe amount contract price claim liabil aris base violat feder state local rule regul whether employe,0
contractor shall compli environment permit includ measur,1
identifi nation pollut discharg elimin system npde stormwat pollut prevent plan sediment eros control plan work,0
contractor shall exert everi reason dilig effort ensur labor employ contractor subcontractor work project work harmoni compat labor use build construct contractor hereaft site work cover contract,1
howev interpret enforc provis deni abridg account membership non membership labor union labor organ right person work guarante articl section florida constitut,0
compli chapter florida statut perform excav demolit oper,0
execut order electron version date septemb post depart websit follow url address http fdotwww,0
depart websit can not access contact depart specif offic web coordin,0
restrict may affect oper connect item clear grub earthwork grass mulch sod landscap item might involv movement materi contain plant pest across quarantin line,1
obtain quarantin regul relat inform follow anim plant health inspect servic,0
weed introduc releas prohibit aquat plant plant pest noxiou weed project limit result clear grub earthwork grass mulch,0
addit case certain protect threaten endang speci found appear within close proxim project boundari depart establish guidelin appli interact certain speci occur absent special mitig measur permit condit otherwis identifi project,1
take respons obtain inform take action precaut necessari compli condit guidelin project activ,1
prior establish project activ conjunct project notifi engin propos activ,0
perform project activ without obtain written clearanc engin precaut necessari protect life health gener occup welfar person includ employe contractor depart contractor complet work requir contract provid,1
compli time applic feder state local law provis polici govern safeti health includ cfr includ subsequ revis updat,0
procur necessari licens pay charg fee give notic necessari law perform work,1
ensur insecticid herbicid appli accord chapter florida administr code,0
ensur employe work herbicid compli applic feder state local regul,0
compli regul permit issu regulatori agenc within whose jurisdict work perform,1
acquir permit requir work perform right way within jurisdict nation forest florida,1
acquir permit requir aquat plant control outlin chapter florida administr code rule florida depart environment protect,1
histor site nation state local signific unless prudent feasibl altern use land program project includ possibl plan minim harm site result use,1
undertak project activ associ feder assist undertak ensur propos site repres public park recreat area wildlif waterfowl refug histor site accord result cultur resourc survey discuss,1
prime contractor vendor shall requir incorpor design loan mobil payment procedur subcontract agreement minor busi enterpris vendor particip program cooper releas design loan mobil payment achiev object provid work capit minor busi enterpris subcontract vendor,1
contract award case subcontractor subcontract sign prime contractor applic particip program submit write engin,1
applic condit met approv particip made offic comptrol applic notifi approv action taken,1
approv obtain notic proceed issu disburs moni made request applic,1
howev work contract commenc payment made contract time may commenc payment made,1
repay moni advanc program made valu work accomplish particip reach percent,0
depart also acquir modif revis origin,0
permit incorpor special provis subarticl contractor requir modif revis complet construct oper specifi plan special provis within right way limit,1
acquir permit work perform outsid right way easement,1
carri work contract jurisdict environment regulatori agenc compli regul issu agenc gener special particular condit relat construct activ permit issu depart though condit issu contractor,1
case discrep permit condit contract document stringent condit shall prevail,1
whenev work incident contract requir structur dredg fill construct activ navig water,1
erp contain specif requir submit built,1
includ royalti cost aris patent trademark copyright way involv work contract price,0
except otherwis stipul specif shown plan depart furnish right way necessari proper complet work expens contractor,1
depart furnish area obtain borrow materi contain limerock materi remov materi pit unless engin give specif approv,1
use depart own right way purpos equip materi storag lay facil pre cast materi fabric site batch plant product asphalt concret construct relat materi similar activ shall requir advanc written approv depart prior make use said depart own right way,1
upon present duli author satisfactori permit provid necessari repair work paid parti hold permit engin may author contractor allow parti bear permit make open highway,1
contractor shall provid maintain neat sanitari condit accommod use employe necessari compli requir regul state local board health,1
government unit jurisdict particular road bridg may provid except special permit provis,1
restrict appli road bridg insid outsid contract limit long road bridg open public use,0
pipe culvert box culvert qualifi bridg exclud requir,1
complet bridg structur bridg structur element compon compris load carri assembl complet assembl connect final posit,0
contractor engin record shall determin effect equip load bridg structur develop procedur use load equip without exceed structur design load capac,0
submit depart approv design calcul layout draw erect draw show equip use bridg structur overstress,1
work moveabl bridg request temporarili chang oper requir moveabl bridg must submit write appropri coast guard district bridg branch day start action,1
bridg notifi appropri coast guard district bridg branch least day prior start oper includ construct day prior channel oper closur open restrict,1
work platform indic permit construct submit work platform construct plan appropri coast guard district approv,1
event accident block navig channel immedi notifi,0
use explos prosecut work exercis utmost care endang life properti includ new work,0
store explos secur manner complianc law ordin clearli mark storag place word danger explos,0
notifi public util compani structur proxim site work intent use explos,0
depart own underground facil locat shown plan approxim,0
whenev contractor activ damag exist properti immedi restor condit equal better exist time damag occur expens depart,1
protect exist bridg entir construct period damag caus work,1
direct special attent protect geodet monument horizont vertic public land survey corner locat within project,0
whenev action third parti damag exist properti otherwis due fault activ contractor either restor condit equal better exist time damag occur provid access coordin depart mainten contractor accord,1
noth claus prevent contractor receiv proper compens remov damag replac public privat properti shown plan made necessari alter grade align,1
depart may modifi requir accord agreement contractor might make government unit jurisdict particular road bridg provid contractor submit written evid agreement engin,1
request util remov temporari remov reloc de energ deactiv adjust work accomplish within util work schedul,0
event interrupt water util servic result accident breakag exposur lack support promptli notifi proper author cooper author prompt restor servic,0
submit approv work progress schedul work plan project specifi,1
util reloc longer affect construct activ contractor may discontinu meet engin approv,1
specif agre parti execut contract intend provis part contract creat public member thereof third parti beneficiari hereund author anyon parti contract maintain suit person injuri properti damag pursuant term provis contract,1
contractor take charg custodi work take everi necessari precaut damag work action element caus whatsoev depart final accept work,1
depart oblig pay reimburs damag caus,1
whenev section project accept condit use engin may direct contractor open vehicular pedestrian traffic,1
project includ feder aid particip special provis contain requir regard payment predetermin minimum wage,1
contract excess term one year compli follow provis chapter florida statut,1
depart fiscal year expend money incur liabil enter contract term involv expenditur money excess amount budget avail expenditur fiscal year,0
contractor shall provid depart proof motor vehicl oper caus oper contractor regist complianc chapter florida statut,0
depart make payment contractor requir proof registr file depart,1
contractor fail regist motor vehicl oper florida pursuant chapter florida statut depart may disqualifi contractor bid depart may suspend revok contractor certif qualif,1
revis schedul resubmit approv depart district contract complianc manag,1
follow criteria use determin whether contractor compli section relat number traine train,0
train upgrad minor women econom disadvantag person toward journeyman statu primari object section,0
employe shall employ traine classif success complet train cours lead journeyman statu employ journeyman,0
minimum length type train classif establish post preconstruct traine evalu meet approv depart,1
graduat journeyman statu base upon satisfactori complet profici demonstr set complet train establish specif train classif complet minimum hour train classif rang employ satisfact traine meet journeyman statu classif train,1
depart contractor shall establish program tie scope work project length oper provid reason calcul meet equal employ opportun oblig contractor qualifi averag traine journeyman statu classif concern least minimum hour prescrib train classif,1
voluntari job train program avail contractor award state fund project,0
intent provis train provid construct craft rather clerk typist secretari type posit,1
approv advanc district contract complianc manag credit given train person excess number specifi herein current contract contractor allow bank traine success complet train program may appli traine train requir subsequ project upon approv depart district contract complianc manag,1
credit offsit train indic may made contractor one follow traine concurr employ feder aid project,1
contractor shall compens traine less labor rate establish contract onset train,1
contractor shall furnish traine copi program follow provid train,0
contractor shall maintain record document actual hour traine engag train work perform part contract,0
contractor shall submit district contract complianc manag copi job train notif personnel action form later seven day effect date action follow action occur traine transfer project transfer project continu train anoth contract complet train upgrad journeyman statu voluntari termin involuntari termin project,1
contractor shall furnish district contract complianc manag copi,0
highway bridg carpent helper mechan helper rodman chainman timekeep classif approv job train program,1
number traine may distribut among work classif basi contractor need avail journeymen variou classif within reason area recruit,1
contractor fulfil respons specif accept train provid traine specifi,1
includ total contract amount cost materi manufactur compon product transport project site,0
contractor sublet part contract item depart use sublet proport cost determin percentag subcontract normal work,1
execut agreement sublet work write includ pertin provis requir contract,1
depart recogn subcontractor capac employe agent contractor engin may requir contractor remov subcontractor case employe,1
limit set forth concern amount work may sublet appli work perform equip rental agreement,1
oper rent equip whether rent oper non oper basi subject wage rate requir applic project,1
lessor provid rental equip oper basi exceed lessor subject equal employ opportun requir applic project,1
provid contract schedul show variou activ work suffici detail demonstr reason workabl plan complet project within contract time,0
conduct suffici liaison provid suffici inform indic coordin activ util owner facil within limit construct resolv,0
submit work plan contract schedul consist concis written descript construct plan,1
engin return inadequ contract schedul contractor correct,0
submit updat contract schedul engin accept signific chang plan order durat activ,1
accept contract schedul engin endors otherwis certifi valid accuraci activ durat sequenc activ,1
contractor fail final either initi revis contract schedul time specifi engin may withhold contract payment engin accept schedul,1
contract schedul may indic complet date advanc expir contract time,1
contractor failur complet project prior expir contract time,0
light may accomplish use portabl floodlight standard equip light exist street light temporari street light light method approv engin,1
submit light plan preconstruct confer review accept engin,1
activ nighttim oper furnish place maintain variabl messag sign alert approach motorist light construct zone ahead,0
includ compens light night work contract price variou item contract,0
exist pavement widen stabil requir prevent open trench remain work hour schedul oper place full thick widen base end day,1
contractor respons damag done agent work perform anoth contractor,1
make everi effort minim spread contamin materi uncontamin area,0
resum construct oper vicin abnorm condit direct engin,0
dispos contamin materi accord requir regul local state feder agenc jurisdict,1
depart agre hold harmless indemnifi contractor damag contractor discov encount contamin materi pollut perform servic depart presenc materi pollut unknown reason discover,1
indemnif agreement valid damag result contractor will wanton intent conduct oper contamin hazard materi contractor,1
provid compet care reliabl superintend foremen workmen,0
provid workmen engag special work skill work bitumin cours mixtur concret base pavement structur trade suffici experi work perform properli satisfactorili oper equip involv,0
provid workmen shall make due proper effort execut work manner prescrib contract document engin may take action prescrib,1
prohibit conflict interest contractor subcontract consult perform contractor qualiti control consult contract depart perform work project describ contractor contract depart,0
whenev engin determin person employ contractor incompet unfaith intemper disorderli insubordin engin provid written notic contractor shall discharg person work,1
addit compens time extens paid grant contractor oper suspend follow reason,0
suspens remov equip materi clear zone except requir safeti travel public retain suffici personnel job site properli meet requir section,1
depart consid comput contract time effect util reloc adjust job progress schedul construct oper requir order adequ maintain traffic detail plan schedul special provis,1
whenev engin suspend contractor oper provid reason fault contractor engin grant time extens delay control item work due suspens,1
depart includ allow delay caus effect inclement weather suspens contractor oper defin,0
depart grant time extens day day basi delay caus effect rain inclement weather condit relat advers soil condit suspens oper defin,0
addit compens made delay caus effect,0
depart consid delay deliveri materi compon equip affect progress control item work basi grant time extens delay beyond control contractor supplier,0
depart consid request time extens due delay deliveri custom manufactur equip traffic signal equip highway light equip etc,0
depart consid effect util reloc adjust work job progress basi grant time extens follow criteria met,1
condit preced extens contract time contractor must submit engin,1
preliminari request extens contract time must oper schedul util work preconstruct confer provid adequ advanc notif util compani date coordin oper contractor oper avoid delay submit write engin within ten calendar day commenc delay control item work,1
furthermor contractor must submit engin request contract time extens write within day elimin delay control item work identifi preliminari request extens contract time,1
upon time receipt preliminari request contract time contractor engin investig condit determin control item work delay reason beyond control contractor engin take appropri action mitig delay cost delay,0
depart make suspens conclus final,0
contract regardless dollar amount approv contractor subcontractor depart contract,1
notic base upon reason state subparagraph contractor within period ten calendar day receiv notic describ,1
fail correct condit complaint made depart upon written certif engin fact delay neglect default contractor failur correct condit full power author without violat contract take prosecut work hand contractor declar contractor default,0
contractor receiv prior notic describ reason state subparagraph commit second subsequ act,1
default reason cover subparagraph state prior notic regardless whether specif reason regardless whether contractor cure defici state prior notic depart upon written certif engin fact delay neglect default contractor failur correct condit full power author without prior written notic contractor without violat contract take prosecut work hand contractor declar contractor default,1
regard subparagraph contractor fail compli engin written suspens work order within time allow complianc time state suspens work order depart upon written certif engin fact delay contractor failur correct condit full power author without violat contract immedi take prosecut work hand contractor declar contractor default,0
regard subparagraph contractor fail compli depart full power author without violat contract immedi take prosecut work hand contractor declar contractor default,0
depart liabil anticip profit unfinish work,0
contract depart determin default,0
notwithstand depart shall right declar contractor affili default immedi termin contract without prior notic contractor event contractor affili time convict contract crime term defin section,1
depart termin entir contract portion thereof contractor complet item work contract depart make payment actual number unit item work contractor complet contract unit price accord formula provis set forth,0
depart consid reimburs contractor actual cost mobil otherwis includ contract includ move equip job volum work contractor complet small compens contractor expens contract unit price,0
depart may purchas actual cost accept materi suppli procur work depart inspect test approv contractor incorpor work,1
termin contract portion thereof provis subarticl reliev contractor sureti respons complet portion contract oblig concern claim aris work perform,0
contractor claim addit payment due depart termin entir contract portion thereof must meet requir,1
ten day notic period prior action depart otherwis complet work contract contractor establish intent prosecut work accord depart requir depart may allow contractor resum work case depart deduct moni due may becom due contract cost depart incur delay reason attribut delay,1
depart consid contract complet contractor complet work depart accept work,1
contractor oblig except set forth bond except provid,1
bridg project cross water marshi area suppli fix stand instrument mount measur accord detail stipul specif project,0
item work contain propos except might specif provid otherwis basi payment claus item includ contract unit price lump sum price pay item item cost labor equip materi tool incident requir complet item work includ requir section specifi item work except specif exclud payment,1
price adjust base monthli bulk averag price ga diesel deriv depart,0
payment base quantiti shown progress estim item establish standard fuel factor file maintain depart,0
payment progress estim adjust reflect adjust price gasolin diesel accord follow,0
fuel price decreas month bid month,0
adjust paid charg prime contractor,0
submit certif engin later twelv clock noon monday estim cut direct engin base quantiti asphalt produc accept roadway per contract,1
contract origin contract time calendar day ton asphalt concret depart adjust bid unit price bitumin materi exclud cutback emulsifi asphalt reflect increas decreas asphalt price index api bitumin materi effect month bid receiv,1
api capi vari api prevail month bid receiv bapi portion exce,1
depart determin api month averag quotat effect first day month termin could reason expect furnish bitumin materi project state florida,0
api avail construct offic websit th day month follow url http www,0
payment progress estim adjust reflect adjust,0
price bitumin materi accord follow,0
asphalt concret item payabl cubic yard number gallon determin assum mix design liquid asphalt weigh,0
compens alter plan quantiti work requir supplement agreement shall stipul agreement except contractor proce work without chang price agre upon contractor shall paid increas decreas quantiti contract unit price bid propos item work,1
multipl job contract chang made individu pay item due substanti error base entir contract quantiti pay item,0
pay quantiti item design origin plan quantiti depart revis quantiti event depart determin substanti error,1
