clauses,label
produc pavement surfac true grade smooth consist longitudin corduroytyp textur produc groov inch millimet wide produc surfac area groov inch millimet wide produc peak ridg approxim inch millimet higher groov adjust blade space achiev specifi textur establish posit immedi mean remov grind residu remov dispos solid residu pavement surfac blown traffic action wind allow residu flow gutter drainag facil,0
use accept format measur record minimum includ follow inform project number name pay item number descript date work perform locat work measur quantiti calcul made arriv quantiti support sketch detail need clearli defin work perform quantiti measur name person measur work identif whether measur interim final sign certif statement person take measur perform calcul measur calcul correct,1
clear within clear limit clear tree brush down timber veget follow cut tree fall within clear limit area cut slope round cut stump flush final ground line area outsid excav embank slope round limit cut stump within inch millimet ground trim tree branch extend road surfac shoulder attain clear height feet meter requir remov branch present balanc appear trim accord accept tree surgeri practic treat wound tree wound dress,1
cement grout mix equip day grout compress strength test result two stage cement grout mean determin level primari grout hole singl stage cement grout fabric detail propos bond breaker free stress zone applic manufactur certif corros resist bar coat procedur materi repair corros protect coat field detail place stress test tendon schedul test instal demonstr rock bolt dowel instal test equip procedur countersink finish applic,0
assembl splice field connect least half hole fill fittingup bolt cylindr erect pin instal tighten balanc highstrength bolt use fittingup bolt highstrength bolt use instal bolt nomin diamet use cylindr erect pin diamet inch millimet larger bolt fill least quarter hole fittingup bolt least anoth quarter erect pin place pin corner hole splice plate fill least threefourth hole splice connect carri traffic,1
frame grate cover ladder rung fabric metal grate cover evenli bear frame correct bear inaccuraci machin assembl unit shipment mark piec facilit reassembl instal site uniformli coat cast commerci preserv accord manufactur standard practic conform follow gray iron cast aashto carbon steel cast aashto structur steel astm galvan aashto malleabl iron cast astm aluminum alloy ladder rung materi astm alloy aluminum cast astm alloy,0
typic cross section view show type depth face element structur connect reinforc anchorag element structur batter face slope length space type reinforc anchorag structur modul correspond limit excav reinforc fill placement zone locat guardrail guardwal featur parapet structur includ embed depth offset structur face connect detail structur reinforc anchorag origin final ground line includ right way limit estim known locat subsurfac soil rock unit,0
chip seal aggreg furnish hard durabl particl fragment crush gravel crush stone crush slag lightweight aggreg use one type aggreg surfac treatment conform follow gradat tabl clay lump friabl particl aashto percent max flat elong particl astm ratio plu inch mm siev calcul mass weight averag percent max fractur face astm percent min lo angel abras aashto percent max sound aggreg use sodium sulfat aashto cycl percent loss max,1
select granular backfil furnish suitabl sound durabl granular materi conform follow qualiti requir gradat tabl angl intern friction portion pass mm siev aashto degre min note compact sampl aashto percent maximum densiti determin accord aashto method correct overs materi accord aashto note sound aggreg use sodium sulfat aashto cycl percent loss max plastic index aashto max lo angel abras aashto percent max,1
within hour place concret check tension prestress strand method equip check loss prestress approv co strand tension individu check strand loss prestress retens origin comput jack stress strand show loss prestress excess percent strand tension group check entir group total loss prestress releas retens entir group total prestress show loss excess percent individu strand appear significantli differ rest strand group,1
pressur check test disconnect mix head inject equip attach two adhes compon deliveri line pressur check devic two independ valv nozzl capabl control flow rate pressur open close valv use pressur gaug capabl sens pressur buildup behind valv close valv pressurecheck devic oper equip gaug pressur line read pound per squar inch kilopasc stop pump check gaug pressur drop pound per squar inch kilopasc within minut,0
contactor control transform furnish magnet amper two pole contactor volt coil equip control switch automat actuat conform ul industri control equip furnish cadmium sulfid type photocel control volt oper applic rate watt resist load volt amper induct load adapt pole top mount plug lock type receptacl conform ul plug lock type photocontrol use area light built surg protect devic protect induc high voltag follow current,0
deliveri sampl design least one certifi concret technician project respons concret deliveri discharg sampl includ verifi adjust mix compli specif discharg complet batch ticket load record appar water cementiti materi ratio time sampl test accord tabl hydrat stabil admixtur use determin slump placement use concret slump loss inch millimet compar slump record batch plant,1
coordin contract document far tar special contract requir plan standard specif contract document requir one document bind though occur contract document contract document intend complementari describ provid complet contract case discrep calcul shown dimens govern scale dimens contract document govern follow order feder acquisit regul transport acquisit regul special contract requir plan standard specif,1
work evalu accept subsect contractor test inspect verifi govern contractor result may use govern evalu work accept contractor data verifi use test statist comparison govern test result signific level contractor data verifi co determin appropri govern perform test associ discret portion work situat govern test result control determin accept pay factor work,1
shotcret aggreg combin fine coars aggreg meet design gradat tabl fine aggreg conform aashto class except amend supplement follow materi pass siev aashto percent max sand equival valu aashto altern method refer method min alkali silica reactiv see subsect coars aggreg conform aashto class except amend supplement follow lo angel abras aashto percent max alkali silica reactiv see subsect b,1
detail narr describ impact event describ impact affect activ construct schedul includ follow contract claus request made caus impact start date impact durat impact method employ sequenc reschedul work mitig impact discuss feasibl sequenc futur work mitig delay sequenc reschedul work cost govern includ correspond rational assumpt measur increas cost mitig impact,0
percent retain millimet siev classifi materi accord aashto adjust moistur content materi classifi moistur content suitabl compact adjust moistur content materi classifi within percent optimum moistur content use aashto determin optimum moistur content portion materi pass millimet siev multipli number percentag materi pass millimet siev add percent determin optimum moistur content materi,0
addit use foam asphalt furnish road reclaim equip exterior test nozzl verifi proper foam action equip individu expans chamber nozzl asphalt binder water inject pressur individu orific atom foam expans equip intern electr heat clean system self clean foam nozzl equip maximum nozzl space inch millimet equip compressor capabl provid least pound per squar inch kilopasc pressur,1
composit mix design wellgrad flowabl selflevel mix verifi mix design trial batch prepar sourc propos mix submit follow approv least day product type sourc aggreg type sourc cement mix proport type cement fli ash use mix commerci certif cement fli ash admixtur aggreg target valu water cementiti materi ratio slump compress strength day pound per squar inch megapasc maximum,1
grass straw cellulos fiber furnish process grass straw fiber conform follow color green dye noninjuri plant growth readili dispers water nontox seed plant materi free growth germin inhibit substanc free weed seed air dri moistur content percent air dri uniform mass percent packag new contain label manufactur name air dri mass packag condit appropri mix homogen slurri suitabl applic power spray equip,0
calibr equip specif project paramet begin hydrodemolit product work hydrodemolit equip can not calibr satisfact co remov equip provid anoth hydrodemolit system adjust equip begin day area repres concret design co commenc oper verifi set remov concret specifi adjust set necessari achiev desir remov concret recalibr work paramet chang degre concret deterior concret strength chang,1
conform follow subsect backfil materi concret masonri unit fertil fiber roll sock float turbid curtain gravel bag mulch plastic line prefabr filter insert riprap rock mulch sandbag sediment filter bag seed separ stabil geotextil geotextil filter silt fenc tackifi temporari culvert pipe temporari plastic fenc temporari roll eros control product turf reinforc mat water,0
seal discharg end fill tremi tube concret start concret placement keep tremi tube full concret bottom placement water enter tube withdraw tremi reseal discharg end maintain continu concret flow placement complet concret pump use pump devic end discharg tube seal water tube first fill concret concret flow start keep end discharg tube full concret surfac deposit concret placement complet,0
type ii pavement rough measur profil initi pavement surfac construct activ disturb pavement surfac initi pavement surfac defin origin exist pavement surfac construct activ begin local rough threshold comput nearest whole number type ii pavement rough equal follow local rough threshold initi overal mri initi overal mri mri obtain construct activ begin sampl standard deviat foot meter fix interv mri valu,0
finish remov materi larger inch millimet top inch millimet roadb remov unsuit materi roadb replac suitabl materi finish roadb compact accord subsect c within foot millimet stake line grade finish roadb compact accord subsect within foot millimet stake line grade finish ditch cross section within feet millimet stake line grade maintain proper ditch drainag,0
class wire brush scrub finish complet class finish accord subsect begin soon form remov scrub surfac stiff wire fiber brush use solut muriat acid mix solut proport part acid part water scrub cement film surfac complet remov aggreg particl expos leav evenli pebbl textur appear fine granit coars conglomer depend upon size grade aggreg wash entir surfac water contain small quantiti ammonia,0
seed conform feder seed act feder noxiou weed act applic state local seed noxiou weed law use wet moldi otherwis contamin damag seed furnish seed type separ seal contain clearli label contain follow name type seed lot number net mass percent puriti germin hard seed percent maximum weed seed content seed origin noxiou weed present crop seed inert matter name address seed distributor mixtur percent compon,1
flat elong particl astm percent max ratio plu inch mm siev calcul mass weight averag sand equival aashto min altern method refer method gradat size grade combin aggreg fraction mix proport result composit blend conform specifi gradat nomin maximum size one siev size greater first siev retain percent combin aggreg test accord aashto aashto volumetr asphalt concret aggreg gradat see tabl,1
stress place stress equip soil nail jack bear plate load cell stress assembl axial align tendon tendon center within equip appli load greater percent minimum guarante ultim tensil strength tendon grade bar percent minimum guarante ultim tensil strength tendon grade bar test soil nail soil nail grout shotcret face cure least hour attain specifi day compress strength,1
type compact compact recycl mix use follow equip sequenc number roller pass four six roller pass doubl drum vibratori roller minimum mass ton metric ton equip frequenc amplitud control four six roller pass pneumat tire roller minimum mass pound kilogram per wheel contact pressur pound per squar inch kilopasc two four roller pass static steel wheel roller minimum pressur pound per squar inch kilopasc,0
drill hole drill hole rotari equip capabl drill inch millimet diamet hole feet meter design line grade soil rock format keep log materi type product rate estim water flow encount drill instal horizont drain shown plan drill oper determin elev drill hole foot meter interv upper end complet horizont drain hole insert tube pipe measur liquid level approv mean,1
latex emuls furnish homogen nontox film form polymer emuls water stabil ad point manufactur conform follow color white styren butadien polym type stabil percent styren percent butadien chlorid percent polym particl size angstrom averag averag latex nonion surfact solid percent mass lb gallon kg c ph shelf life year min portland cement composit polydimethylsiloxen,0
submit mix design approv day product includ follow optimum cement content conform requir tabl maximum densiti moistur content optimum cement content accord aashto minimum point sourc compon materi result test applic chart graph gradat proport import crush aggreg pound kilogram sampl pavement base import crush aggreg request pound kilogram sampl portland cement request,1
drop chute may use direct placement freefal concret drop chute consist smooth tube either onepiec construct section ad remov support drop chute maximum height freefal concret measur bottom chute feet meter reduc height freefal rate concret flow excav concret placement caus shaft excav cave slough strike rebar cage sidewal use tremi pump place concret placement can not satisfactorili accomplish freefal placement,1
sealant applic seal joint crack immedi place backer rod appli sealant air surfac temperatur recommend sealant manufactur compli instal recommend provid sealant manufactur joint crack becom contamin damp remov backer rod clean dri joint crack reinstal new backer rod place sealant nonselflevel joint sealant tool sealant immedi applic provid firm contact joint face form requir recess slab surfac,1
resin grout instal insert approv number size resin cartridg fulli cover bond zone fill drill hole collar follow approv procedur tendon spin speed travel speed spin time resin use use spin adapt tendon instal avoid damag finish end tendon thread rock bolt fulli grout bond zone fast set resin remaind hole slow set resin cement grout combin grout instal rock dowel use singl resin grout set time suffici complet instal,1
equip valid equip valid consist determin cross correl valu least one section pavement minimum length feet meter contractor profil co profil cross correl day coordin schedul equip valid date least day valid date co determin locat cross correl segment contractor equip consid valid cross correl valu greater equal use equip fail valid,1
dowel use cast dowel tip end follow pile correspond hole butt end driven pile serrat hole provid mechan bond separ end pile least inch millimet clean surfac dowel hole grout dowel place allow grout cure enclos gap form inject bond agent capabl withstand impact drive forc compress strength pile follow manufactur recommend regard use cure grout bond product,1
least hour initi drive redriv dynam load test pile instrument attach warm hammer redriv appli least blow anoth pile redriv dynam load test pile maximum penetr inch millimet maximum blow practic drive refus whichev occur first practic drive refus defin blow per inch blow per millimet steel pile blow per inch blow per millimet concret pile blow per inch blow per millimet timber pile,1
contract far claus limit subcontract appli percentag work perform contractor comput cost contract work perform contractor employe includ cost materi divid cost contract work includ cost materi contract far claus perform work appli percentag work perform contractor comput cost contract work perform site contractor employe divid total cost contract,0
limit calcul deflect falsework formwork member castinplac concret structur follow falsework member vertic deflect span dead load concret regardless fact deflect may compens camber strip formwork sheath span dead load concret later pressur fluid concret formwork sheath inch millimet centertocent distanc stud joist form stiffen form fasten wale,1
attach automat printer scale program otherwis equip prevent manual overrid mass inform weigh pay quantiti program printer provid follow inform weigh project number name pay item number descript date time ticket number haul unit number net mass load least nearest pound kilogram subtot net mass haul unit sinc begin shift accumul total net mass haul unit sinc begin shift,1
appli light spray retard unfinish surfac facilit work approv broom transvers across pavement pull loosen semistiff mortar pavement remov mortar adjac pavement broom parallel pavement centerlin expos aggreg finish strike surfac use strike board float surfac use edg tool transvers longitudin joint form exist pavement edg transvers joint continu lane pour longitudin joint continu dual lane pour,1
regul compli feder state local regul purchas transport storag use explos materi feder regul includ follow safeti health osha cfr part subpart b storag secur account bureau alcohol tobacco firearm batf cfr part commerc explos shipment dot cfr part nation park servic project nation park servic land compli nation park servic director order explos use blast safeti,0
pipe culvert backfil accord one follow pipe culvert place compact backfil materi evenli balanc layer side pipe height inch millimet top pipe culvert complet backfil top trench place compact backfil materi trench layer exceed inch millimet depth accord subsect pipe culvert lean concret backfil place anchor pipe prevent float movement backfil use lean concret accord section,0
sidewalk finish strike surfac use strike board float surfac use edg tool edg expans joint broom surfac use broom stiff bristl broom perpendicular centerlin edg edg adjac stroke slightli overlap produc regular corrug inch millimet depth without tear concret correct porou spot irregular depress small pocket rough spot concret plastic groov contract joint requir interv use approv groov tool,1
vibrat furnish intern immers tube multipl spud type vibrat pave inch millimet thick surfac pan type vibrat accept fullwidth concret consolid slab inch millimet less thick oper vibrat frequenc within vibrat per minut attach vibrat spreader finish machin mount separ carriag preced finish machin construct irregular area use handheld vibrat oper frequenc recommend manufactur,1
erect draw fulli illustr propos method erect show detail falsework bent brace guy deadmen lift devic bridg member attach show erect sequenc crane barg locat crane capac lift point locat bridg member mass show complet detail anticip phase erect condit requir co draw review provid calcul show allow stress exceed member capac final geometri correct see section addit requir,1
ratio check test disconnect mix head inject equip pump two adhes compon ratio check devic two independ valv nozzl capabl control flow rate back pressur open close valv use pressur gaug capabl sens back pressur behind valv adjust discharg pressur pound per squar inch kilopasc epoxi compon simultan discharg epoxi compon separ calibr contain compar discharg quantiti determin mix ratio,0
verifi mixtur design trial mix prepar accord aci propos sourc previou concret product data mixtur design submit propos sourc submit written concret mix design approv least day product includ follow mix design submitt project identif name address contractor concret produc mix design design class concret intend use materi proport name locat materi sourc aggreg cement admixtur water,1
paint steel structur conform follow zinc rich coat sspc white color silicon alkyd paint sspc epoxi polyamid paint sspc latex primer steel structur sspc latex semigloss exterior topcoat sspc zinc oxid alkyd linse oil primer sspc aliphat polyurethan topcoat sspc moistur cure polyurethan sspc zinc rich moistur cure polyurethan primer sspc moistur cure polyurethan primer sspc white tint alkyd paint sspc,0
weld trumpet bear plate make insid diamet trumpet equal larger hole bear plate make trumpet long enough accommod movement stress test multipl singl element tendon encapsul unbound length make trumpet least inch millimet beyond structur fascia soil backslop interfac allow transit unbound length anchorhead without damag encapsul fill trumpet restress ground anchor corros inhibit greas,1
bridg sheet note addit revis locat charact dimens follow item station bridg end elev includ foot bear pad deck top wall pile drive record pile length size type tip elev modif repair drill shaft micropil micropil instal record drill durat observ drill log final locat inclin final tip elev cut elev modif repair grout pressur quantiti test record,0
inspect traffic control devic includ stage storag materi sourc dispos area follow daili daylight hour daylight work perform daili hour dark nighttim work perform weekli daylight hour hour dark work suspend period one week except project shut winter period winter suspens inspect request co addit inspect day night direct co,1
blaster charg furnish individu directli supervis drill blast crew drill load deton charg includ follow name blaster charg resum show least year experi blaster charg project similar work copi valid blaster licens accept state project locat type blast requir five refer knowledg qualif reliabl includ name relationship current telephon number refer,1
rock bolt detail procedur place anchor head assembl bear plate nut expos rock surfac remov anchor head assembl follow final lock without impact tendon design load includ detail countersink color grout epoxi patch applic method verifi hole diamet special instal method upwardli inclin reinforc grout across open joint debri fill discontinu use ensur fulli grout well protect instal applic,1
partner facilit contract co offer particip formal partnership contractor partnership draw strength organ identifi achiev reciproc goal partner strive resolv problem time profession non adversari manner problem result disput partner encourag requir altern disput resolut instead formal claim process object effect effici contract perform achiev qualiti project within budget schedul,1
decidu tree inch millimet calip inch millimet deep inch millimet calip inch millimet deep decidu evergreen shrub feet meter height inch millimet deep feet meter height inch millimet deep evergreen tree feet meter height inch millimet plu ball height feet meter height inch millimet plu ball height vine groundcov doubl size pot,0
written narr submit written narr accord subsect describ chang critic path logic revis identifi delay disrupt ongo date propos revis delay disrupt occur respons contractor propos effort return project schedul consist term contract includ commit addit resourc appropri action notifi co complet date term contract met,1
roadb recondit remov organ deleteri materi larger inch millimet top inch millimet subgrad dispos wast accord subsect repair soft unstabl area accord subsect scarifi surfac inch millimet depth remov irregular shape uniform surfac finish earth surfac within feet millimet rock surfac within feet millimet requir line grade cross section compact accord subsect,1
use proval high pass filter length feet meter low pass filter inch millimet appli profil individu mri valu determin averag iri valu wheel path fix interv mri valu report averag individu mri valu fix interv length overal mri valu determin averag individu mri valu exclud segment less feet meter type type ii pavement rough feet meter type iii pavement rough,1
proof test conduct proof test product pre post tension rock bolt instal proof test product rock bolt percent design load loss load occur minut rock bolt approv proof test fail result vari significantli perform test result document expect reason failur modifi design construct procedur conduct addit perform test replac product rock bolt instal obtain approv co locat replac anchor,1
assembl truss full deadload posit unless design structur provid secondari stress creat fulli camber assembl start assembl locat structur proceed one direct support truss panel point preassembl least three contigu panel success assembl includ least one section panel previou assembl plu two section panel ad advanc end structur longer feet meter make assembl least feet meter long,1
metal gate instal metal gate fit gate post previous set firmli attach fit post gate hing singl gate prevent remov gate without tool set gate horizont plane set gate swing freeli inward outward fasten secur latch holder case doubl gate latch holder gate stop set doubl gate respect pintl provid common horizont plane singl gate swing set gate swing open least degre direct,1
vibrat concret point deposit uniformli space point farther apart one onehalf time radiu vibrat visibl effect insert vibrat affect vibrat area overlap use vibrat move concret insert vibrat vertic slowli withdraw concret vibrat suffici durat intens thoroughli consolid concret caus segreg vibrat one point long enough caus local area grout form vibrat reinforc,1
plan view structur show horizont offset construct centerlin face structur defin point along base includ start end station locat length coverag ratio type reinforc anchorag applic strip mesh grid geosynthet fabric anchor centerlin size drainag structur drainag pipe behind pass pass structur locat length offset face wall guardrail guardwal featur parapet structur,0
guar gum product deriv ground endosperm guar plant cyamopsi tetragonolobu treat dispers agent easi mix dilut rate pound per gallon kilogram per liter water psyllium product manufactur fine ground mucilloid coat plantago ovata plantago ispaghula seed abl dri form firm rewett membran starch product manufactur nonion water solubl granular materi deriv corn potato plant base sourc,0
proprietari asphalt rubber product furnish follow sourc grade asphalt binder total quantiti granul rubber mass percent asphalt rubber mixtur granul rubber type quantiti type blend mass percent combin rubber gradat granul rubber type asphalt modifi quantiti asphalt modifi mass percent asphalt binder addit heat applic temperatur manufactur recommend applic procedur,0
pave geotextil placement asphalt binder cool lose tacki place pave geotextil smoothli minim wrinkl onto binder use equip especi design hold roll lay pave geotextil provid uniform tension broom geotextil smooth placement slit lay flat tack wrinkl fold higher inch millimet cut remov fold result three layer geotextil broom roll pave geotextil maxim fabric contact pavement surfac,0
veloc reduct exceed percent averag veloc properli place cure shaft concret time test furnish addit imag data requir subsect enabl evalu shaft drill least two core hole intercept anomal zone obtain core sampl suspect area requir co co evalu crosshol sonic log data tomograph imag data retriev core data make determin presenc substant defect,1
ball burlap stock handl move plant ball place ball burlap plant prepar pit tamp backfil mixtur score root ball depth inch millimet along entir side equal side backfil around plant ball half depth ball tamp thoroughli water cut burlap remov upper half ball loosen burlap fold back wire basket use cut wire upper half basket backfil remaind plant backfil mixtur,0
light materi conform follow pole furnish gage millimet thick round steel conform astm aluminum shaft conform astm alloy taper uniformli inch per foot millimet per meter provid hand hole rough edg reinforc frame cover design maintain requir pole strength weld inch millimet outsid diamet vertic tenon fabric materi pole weld top axi pole,1
retain wall reinforc soil slope survey record profil measur along face propos wall reinforc soil slope feet meter feet meter front wall slope face take cross section everi feet meter along length wall reinforc soil slope major break terrain within limit design co measur record point everi feet meter major break terrain cross section set addit refer control point perform work,0
surfac prepar place geotextil geogrid prepar surfac follow exist ground cut tree shrub flush ground surfac remov topsoil veget mat clear area veget obstruct accord section remov sharp object larg rock fill depress hole suitabl materi provid smooth surfac subgrad prepar subgrad accord subsect subexcav perform subexcav accord subsect,0
acquir three random sampl mill materi control strip materi pass crush unit emulsifi asphalt ad type compact verifi percent pass inch millimet siev take densiti read behind roller pass determin roller pattern necessari achiev maximum place densiti break point compact curv accord astm use bulk specif graviti valu mix design benchmark evalu maximum place densiti achiev,1
cellular confin system furnish flexibl honeycomb three dimension structur fabric light stabil polyethylen plastic conform follow function longev month min cell area cm sheet thick astm mil mm densiti astm oz cm carbon black content astm percent environment stress crack astm hour min conform tabl depth specifi,0
geotextil geogrid placement place geogrid top geotextil shown elev plan place geosynthet smooth taut wrinkl free underli surfac conform curv overlap direct construct overlap least inch millimet end side adjoin sheet sew joint accord manufactur recommend place longitudin overlap anticip wheel load hold geosynthet place pin stapl pile cover materi,1
excav accord section excav wall stage lift concurr soil nail instal shotcret placement allow expos unsupport final excav face cut height exceed vertic soil nail space plu requir reinforc lap short term stand height ground whichev less excav next lower lift soil nail instal reinforc shotcret placement attach bear plate nut soil nail test complet accept current lift,1
stockpil build aggreg stockpil layer exceed inch millimet thick make side slope layer flatter h spread aggreg truck approv pneumat tire equip complet layer deposit aggreg next layer allow aggreg layer built run lower layer drop aggreg bucket spout one locat form cone shape pile push aggreg pile make stockpil neat regular shape,1
propos shotcret mix design mix proport aggreg grade applic includ air content dosag type admixtur repres sampl shotcret materi request co result shotcret preconstruct test demonstr complianc tabl propos method appli shotcret inform necessari verifi complianc aci shotcret materi certif fiber sampl use descript propos equip mix appli shotcret,1
solid rock cover soil loos rock overburden set post plan depth minimum depth solid rock specifi whichev less depth overburden greater inch millimet use anchor plate steel line post backfil steel end corner gate pull post concret solid rock top ground depth overburden inch millimet less anchor plate concret backfil requir grout portion post solid rock,1
adjust propos total payment relat quantiti qualiti pay item adjust follow may made govern valid invoic retent result failur maintain accept progress retent result violat labor provis retent pend complet incomplet work pay work verif final quantiti oblig govern excess test cost cost correct work pursuant far claus,1
temperatur weather condit maintain temperatur concret mixtur placement c except bridg deck c cold weather cold weather defin period consecut day follow condit exist averag highest lowest temperatur occur period midnight midnight less c air temperatur greater c onehalf hour period,1
wood fiber furnish process wood fiber wood chip conform follow color green dye noninjuri plant growth readili dispers water nontox seed plant materi free growth germin inhibit substanc free weed seed air dri moistur content percent packag new label contain manufactur name packag condit appropri mix homogen slurri suitabl applic power spray equip,0
sourc percentag stockpil use averag gradat stockpil repres sampl stockpil use split sampl materi taken time sampl taken test contractor laboratori pound kilogram aggreg proport stockpil accord jmf pound kilogram miner filler propos jmf result aggreg qualiti test perform within year use aggreg qualiti test see subsect,0
bore log use geologist engin maintain bore log materi excav drill shaft includ follow inform descript approxim top bottom elev type soil rock materi encount date time soil rock materi encount elev approxim rate seepag groundwat encount equip use drill shaft time requir complet shaft bit chang breakdown drill difficulti encount remark,1
preform expans joint filler furnish singl piec depth width requir joint preform expans joint filler concret bitumin type aashto preform spong rubber expans joint filler concret pave structur construct aashto type preform cork expans joint filler concret pave structur construct aashto preform expans joint filler concret pave structur construct nonextrud resili bitumin type aashto,1
product report prepar submit written report within hour shotcret product applic shift includ follow inform quantiti locat shotcret appli includ photo area shotcret place observ success problem equip oper applic final product condit relev issu product applic batch number applic name nozzl oper name signatur person perform observ,1
